market,symbol,evict_date,rsi_at_evict,drift_at_evict,outcome,days,exit_ret_pct,trigger_date,reentry_ret_21,bench_ret_21,reentry_excess_21,reentry_ret_63,bench_ret_63,reentry_excess_63,reentry_ret_126,bench_ret_126,reentry_excess_126,rsi_at_trigger
US,ISRG,2024-12-31,41.4,-8.7,ANOMALY,15,11.14,2025-01-15,1.86,4.89,-3.03,-15.18,-0.82,-14.35,-5.7,4.08,-9.77,69.2
US,ISRG,2025-06-30,58.5,-23.7,validated_decline,65,-18.81,,,,,,,,,,,
US,ISRG,2025-09-30,45.9,-68.2,ANOMALY,22,17.84,2025-10-22,8.62,0.74,7.88,9.51,1.94,7.57,-3.96,0.89,-4.85,77.7
US,ISRG,2026-01-30,26.4,-98.5,ageout_validated,90,-9.24,,,,,,,,,,,
US,ISRG,2026-05-29,40.1,-70.7,validated_decline,49,-18.66,,,,,,,,,,,
US,JD,2018-07-31,40.0,-92.1,validated_decline,35,-17.93,,,,,,,,,,,
US,JD,2018-09-28,38.8,-230.7,validated_decline,26,-16.6,,,,,,,,,,,
US,JD,2019-09-30,37.5,-28.1,ANOMALY,16,10.74,2019-10-16,5.22,3.86,1.36,10.24,9.58,0.67,37.48,19.32,18.16,61.5
US,JD,2021-03-31,44.8,-141.3,validated_decline,40,-15.33,,,,,,,,,,,
US,JD,2021-05-28,49.8,-67.9,validated_decline,83,-15.89,,,,,,,,,,,
US,JD,2021-12-31,41.6,-186.5,ANOMALY,40,11.73,2022-02-09,-8.3,-5.04,-3.27,-25.56,-4.49,-21.06,-15.77,-20.21,4.44,58.8
US,JD,2023-03-31,50.9,-161.3,validated_decline,20,-16.3,,,,,,,,,,,
US,JD,2023-04-28,39.0,-172.8,ANOMALY,48,11.87,2023-06-15,-14.71,-1.34,-13.37,-13.01,-1.29,-11.72,-37.26,-3.53,-33.73,64.3
US,JD,2023-08-31,38.8,-117.9,validated_decline,42,-16.2,,,,,,,,,,,
US,JD,2024-01-31,36.5,-154.2,ANOMALY,35,10.47,2024-03-06,9.31,3.14,6.17,31.94,1.76,30.18,10.51,6.06,4.45,57.5
US,JD,2024-06-28,27.2,-131.3,ANOMALY,13,10.8,2024-07-11,-11.84,-2.57,-9.27,-6.92,1.16,-8.07,16.49,11.88,4.61,54.5
US,JD,2024-11-29,51.5,-101.7,ANOMALY,10,10.41,2024-12-09,-16.99,-5.09,-11.89,2.18,2.8,-0.62,-4.76,-9.42,4.66,64.3
US,JD,2024-12-31,41.0,-58.2,ANOMALY,17,12.49,2025-01-17,3.0,2.99,0.01,8.31,-2.53,10.84,-11.97,2.18,-14.15,63.8
US,JD,2025-07-31,41.1,-3.9,ANOMALY,47,10.23,2025-09-16,0.52,2.8,-2.29,-15.15,-1.5,-13.65,-18.24,4.11,-22.34,64.5
US,JD,2025-10-31,46.3,-13.2,ageout_validated,90,-12.02,,,,,,,,,,,
US,JD,2026-02-27,33.0,-68.6,ANOMALY,26,12.14,2026-03-25,9.55,5.93,3.62,3.88,11.31,-7.43,,,,65.9
US,JNJ,2018-02-28,41.1,-70.6,ageout_validated,90,-7.39,,,,,,,,,,,
US,JNJ,2019-07-31,37.2,-64.4,ageout_validated,90,-0.1,,,,,,,,,,,
US,JNJ,2020-06-30,43.0,-46.9,ANOMALY,64,10.11,2020-09-02,-6.1,-7.3,1.19,-9.38,0.29,-9.67,4.62,17.26,-12.64,66.5
US,JNJ,2020-09-30,53.8,-18.9,ageout_validated,90,4.25,,,,,,,,,,,
US,JNJ,2021-09-30,29.6,-59.2,ageout_validated,90,6.92,,,,,,,,,,,
US,JNJ,2023-01-31,27.5,-64.0,ageout_validated,90,0.83,,,,,,,,,,,
US,JNJ,2023-08-31,37.3,-16.6,ageout_validated,90,-5.17,,,,,,,,,,,
US,JNJ,2024-03-28,51.1,-14.4,ageout_validated,90,-6.44,,,,,,,,,,,
US,JNJ,2024-11-29,47.7,-34.1,ageout_validated,90,6.47,,,,,,,,,,,
US,JPM,2019-03-29,43.1,-30.8,ANOMALY,14,10.7,2019-04-12,4.42,1.65,2.76,-1.25,-0.49,-0.76,-2.45,2.16,-4.62,73.6
US,JPM,2019-08-30,52.0,-42.6,ANOMALY,46,10.07,2019-10-15,7.62,3.3,4.32,15.19,8.66,6.53,13.8,17.15,-3.36,64.7
US,JPM,2020-01-31,41.3,-12.5,validated_decline,35,-18.34,,,,,,,,,,,
US,JPM,2020-06-30,44.6,-13.0,ANOMALY,42,11.45,2020-08-11,-3.54,7.03,-10.57,-2.03,9.59,-11.62,16.97,25.15,-8.18,64.9
US,JPM,2020-09-30,46.2,-52.1,ANOMALY,40,22.56,2020-11-09,0.84,7.14,-6.31,18.94,15.52,3.42,33.87,21.39,12.48,71.9
US,JPM,2021-06-30,47.6,-50.5,ageout_validated,90,7.39,,,,,,,,,,,
US,JPM,2023-03-31,46.4,-82.5,ANOMALY,76,10.67,2023-06-15,0.77,-1.34,2.12,4.59,-1.29,5.87,2.99,-3.53,6.52,64.4
US,JPM,2023-08-31,37.7,-34.6,ageout_validated,90,6.24,,,,,,,,,,,
US,JPM,2024-04-30,52.9,-0.9,ANOMALY,76,10.16,2024-07-15,-7.21,-7.91,0.7,-1.04,1.49,-2.53,17.37,10.34,7.03,65.6
US,JPM,2024-09-30,49.4,-13.7,ANOMALY,37,17.89,2024-11-06,1.1,3.06,-1.96,-1.08,0.68,-1.76,-7.28,-1.46,-5.82,76.6
US,JPM,2024-12-31,49.9,-3.1,ANOMALY,21,10.3,2025-01-21,4.55,2.19,2.36,-4.52,-1.78,-2.74,1.48,2.61,-1.13,76.1
US,JPM,2026-01-30,44.9,-49.8,ageout_validated,90,2.92,,,,,,,,,,,
US,JPM,2026-05-29,45.8,-17.8,ANOMALY,18,10.63,2026-06-16,2.44,1.01,1.43,,,,,,,70.9
US,KLAC,2018-09-28,36.7,-101.9,validated_decline,26,-15.45,,,,,,,,,,,
US,KLAC,2019-11-29,45.2,-1.1,ANOMALY,34,11.42,2020-01-02,-0.01,2.92,-2.93,-13.75,-4.3,-9.45,-9.82,-3.45,-6.36,70.4
US,KLAC,2020-01-31,38.2,-4.9,validated_decline,41,-23.99,,,,,,,,,,,
US,KLAC,2020-09-30,54.5,-60.2,ANOMALY,12,10.74,2020-10-12,-5.74,-5.15,-0.59,21.71,12.97,8.74,55.25,26.33,28.92,69.0
US,KLAC,2024-04-30,52.9,-16.4,ANOMALY,15,10.44,2024-05-15,3.32,-0.98,4.31,2.9,2.92,-0.02,-3.6,4.57,-8.17,67.0
US,KLAC,2024-10-31,37.3,-128.5,ANOMALY,77,12.47,2025-01-16,1.95,4.24,-2.29,-3.91,-1.56,-2.34,3.19,3.69,-0.5,76.3
US,KO,2018-02-28,35.8,-61.2,ageout_validated,90,-0.38,,,,,,,,,,,
US,KO,2018-08-31,33.1,-7.1,ANOMALY,66,10.17,2018-11-05,0.37,-2.09,2.46,-2.81,-4.32,1.51,-4.41,7.85,-12.26,69.6
US,KO,2019-02-28,38.8,-61.1,ANOMALY,77,10.31,2019-05-16,3.67,-1.75,5.42,5.76,5.33,0.43,11.63,6.36,5.27,67.6
US,KO,2020-06-30,44.1,-25.3,ANOMALY,59,11.53,2020-08-28,2.06,-3.14,5.2,-2.77,-3.0,0.23,11.81,19.12,-7.3,68.8
US,KO,2020-10-30,38.1,-12.9,ANOMALY,11,12.32,2020-11-10,-2.84,8.24,-11.08,-6.44,17.36,-23.8,-3.57,21.76,-25.33,73.3
US,KO,2021-01-29,35.9,-81.2,ANOMALY,56,11.07,2021-03-26,1.21,4.87,-3.66,4.24,6.08,-1.84,8.33,10.63,-2.29,69.2
US,KO,2021-06-30,45.4,-7.0,ageout_validated,90,-1.98,,,,,,,,,,,
US,KO,2021-09-30,27.4,-51.8,ANOMALY,74,10.94,2021-12-13,2.67,2.25,0.42,5.06,-6.78,11.83,12.42,-8.85,21.27,67.1
US,KO,2023-01-31,48.6,-37.3,ageout_validated,90,5.66,,,,,,,,,,,
US,KO,2023-08-31,38.4,-17.1,ageout_validated,90,-1.9,,,,,,,,,,,
US,KO,2024-10-31,25.7,-65.1,ageout_validated,90,-3.07,,,,,,,,,,,
US,KO,2025-07-31,38.6,-24.9,ageout_validated,90,1.45,,,,,,,,,,,
US,KO,2025-12-31,47.0,-5.7,ANOMALY,35,10.64,2026-02-04,4.03,1.22,2.82,0.61,0.03,0.58,8.81,6.83,1.98,78.3
US,KVUE,2023-07-31,34.4,-60.0,validated_decline,65,-15.97,,,,,,,,,,,
US,KVUE,2024-01-31,46.8,-10.0,ageout_validated,90,-8.41,,,,,,,,,,,
US,KVUE,2024-06-28,40.1,-50.5,ANOMALY,39,14.74,2024-08-06,6.1,8.31,-2.21,5.76,12.94,-7.18,11.03,22.48,-11.45,71.6
US,KVUE,2024-12-31,32.6,-83.7,ANOMALY,52,10.31,2025-02-21,-2.19,-6.47,4.29,-1.33,-7.31,5.98,-9.68,7.0,-16.69,73.5
US,KVUE,2025-06-30,33.3,-94.6,validated_decline,84,-18.14,,,,,,,,,,,
US,KVUE,2025-09-30,26.9,-224.5,ageout_validated,90,7.25,,,,,,,,,,,
US,LIN,2018-02-28,40.6,-33.9,ageout_validated,90,2.93,,,,,,,,,,,
US,LIN,2018-08-31,49.6,-22.3,ageout_validated,90,0.71,,,,,,,,,,,
US,LIN,2019-07-31,32.2,-5.1,ageout_validated,90,4.58,,,,,,,,,,,
US,LIN,2020-01-31,38.5,-5.8,ANOMALY,18,10.05,2020-02-18,-20.81,-13.8,-7.0,-19.61,-14.35,-5.25,-4.1,6.15,-10.26,69.1
US,LIN,2020-09-30,44.2,-46.8,ANOMALY,41,10.04,2020-11-10,-1.2,8.24,-9.44,2.13,17.36,-15.23,4.17,21.76,-17.59,71.7
US,LIN,2021-01-29,39.0,-29.0,ANOMALY,45,10.09,2021-03-15,6.1,0.89,5.21,11.85,0.92,10.94,6.2,4.89,1.31,65.7
US,LIN,2021-06-30,47.9,-25.9,ageout_validated,90,4.1,,,,,,,,,,,
US,LIN,2021-09-30,32.0,-23.8,ANOMALY,32,10.09,2021-11-01,2.1,-0.44,2.53,5.2,-1.09,6.29,-15.81,-16.82,1.0,71.3
US,LIN,2024-01-31,47.2,-7.6,ANOMALY,22,10.42,2024-02-22,6.33,2.5,3.83,-0.42,1.35,-1.78,-0.92,6.59,-7.5,78.0
US,LIN,2024-04-30,34.6,-36.3,ageout_validated,90,2.37,,,,,,,,,,,
US,LIN,2024-10-31,31.0,-0.8,ageout_validated,90,-3.62,,,,,,,,,,,
US,LIN,2025-10-31,18.8,-82.8,ageout_validated,90,9.17,,,,,,,,,,,
US,LLY,2018-01-31,34.1,-6.7,ageout_validated,90,-2.2,,,,,,,,,,,
US,LLY,2019-04-30,36.0,-72.1,ageout_validated,90,-6.59,,,,,,,,,,,
US,LLY,2019-07-31,44.8,-47.7,ageout_validated,90,3.07,,,,,,,,,,,
US,LLY,2020-07-31,32.9,-11.4,ageout_validated,90,-11.37,,,,,,,,,,,
US,LLY,2020-10-30,28.2,-105.5,ANOMALY,5,13.9,2020-11-04,-2.08,11.37,-13.45,11.15,16.93,-5.77,39.56,23.36,16.2,58.3
US,LLY,2021-03-31,42.3,-92.5,ANOMALY,68,19.64,2021-06-07,2.56,2.62,-0.06,20.06,5.02,15.04,5.35,4.09,1.26,82.2
US,LLY,2021-09-30,40.1,-120.0,ANOMALY,29,10.26,2021-10-29,2.66,1.36,1.3,8.78,-0.86,9.64,3.95,-13.14,17.09,70.7
US,LLY,2023-01-31,40.7,-54.0,ANOMALY,80,12.3,2023-04-21,13.06,-0.5,13.56,19.41,6.62,12.79,44.4,9.45,34.95,78.5
US,LLY,2024-07-31,34.5,-80.5,ANOMALY,9,10.87,2024-08-09,7.81,6.52,1.3,4.67,12.82,-8.14,-11.23,19.62,-30.85,57.7
US,LLY,2024-09-30,41.3,-8.0,validated_decline,46,-15.63,,,,,,,,,,,
US,LLY,2024-11-29,47.5,-124.8,ANOMALY,70,10.43,2025-02-07,5.0,-1.62,6.61,-16.47,-11.77,-4.7,-6.36,2.81,-9.17,71.4
US,LLY,2025-05-30,45.3,-100.2,ANOMALY,13,10.08,2025-06-12,-3.86,9.73,-13.59,-15.71,10.83,-26.54,1.13,17.04,-15.91,63.4
US,LLY,2025-07-31,38.6,-6.6,validated_decline,8,-15.46,,,,,,,,,,,
US,LLY,2026-01-30,46.2,-13.9,validated_decline,56,-15.18,,,,,,,,,,,
US,LMT,2019-03-29,53.9,-10.8,ANOMALY,25,10.97,2019-04-23,0.92,-2.83,3.75,8.94,-0.26,9.2,14.82,0.88,13.94,78.1
US,LMT,2020-06-30,43.1,-46.9,ageout_validated,90,7.67,,,,,,,,,,,
US,LMT,2020-10-30,29.7,-77.1,ageout_validated,90,-5.69,,,,,,,,,,,
US,LMT,2021-01-29,28.4,-67.8,ANOMALY,48,12.24,2021-03-18,7.69,3.98,3.71,8.33,4.37,3.96,6.71,10.85,-4.14,69.5
US,LMT,2021-07-30,42.7,-22.9,ageout_validated,90,-10.19,,,,,,,,,,,
US,LMT,2021-10-29,32.0,-15.9,ANOMALY,73,10.21,2022-01-10,7.12,-4.31,11.43,23.2,-14.8,38.0,21.28,-18.34,39.62,69.6
US,LMT,2023-01-31,51.5,-49.5,ageout_validated,90,1.97,,,,,,,,,,,
US,LMT,2023-07-31,39.0,-15.4,ageout_validated,90,-0.0,,,,,,,,,,,
US,LMT,2024-01-31,33.2,-41.6,ageout_validated,90,9.07,,,,,,,,,,,
US,LMT,2024-10-31,28.7,-52.3,validated_decline,89,-15.7,,,,,,,,,,,
US,LMT,2025-01-31,38.1,-47.6,ageout_validated,90,3.95,,,,,,,,,,,
US,LMT,2025-07-31,32.1,-106.9,ANOMALY,36,11.0,2025-09-05,5.07,3.16,1.92,-1.2,3.52,-4.71,17.92,9.03,8.89,69.3
US,LMT,2025-11-28,40.5,-64.4,ANOMALY,38,12.58,2026-01-05,13.7,0.72,12.98,30.51,-3.13,33.64,0.66,2.89,-2.23,72.3
US,LOW,2018-02-28,31.1,-46.0,ageout_validated,90,7.43,,,,,,,,,,,
US,LOW,2020-10-30,35.7,-0.4,ANOMALY,87,10.51,2021-01-25,1.76,4.14,-2.39,8.34,1.15,7.19,12.24,8.12,4.11,78.2
US,LOW,2021-02-26,35.1,-13.6,ANOMALY,21,12.36,2021-03-19,10.6,3.91,6.68,7.55,3.91,3.64,12.69,11.27,1.42,64.9
US,LOW,2024-01-31,46.5,-4.3,ANOMALY,27,10.59,2024-02-27,5.37,1.45,3.91,-2.68,0.03,-2.71,-8.78,5.82,-14.6,68.9
US,LOW,2024-04-30,39.0,-55.8,ageout_validated,90,5.69,,,,,,,,,,,
US,LOW,2024-12-31,32.5,-86.4,ageout_validated,90,-5.09,,,,,,,,,,,
US,LOW,2025-10-31,39.4,-46.7,ANOMALY,70,12.21,2026-01-09,0.39,-2.65,3.05,-10.69,-6.48,-4.21,-17.5,1.22,-18.72,74.6
US,LOW,2026-05-29,37.3,-97.8,ageout_validated,90,-3.13,,,,,,,,,,,
US,LRCX,2018-08-31,44.3,-38.6,validated_decline,38,-15.02,,,,,,,,,,,
US,LRCX,2020-08-31,38.1,-20.2,ANOMALY,42,10.47,2020-10-12,-5.18,-5.15,-0.03,33.24,12.97,20.27,58.78,26.33,32.45,68.3
US,LRCX,2021-08-31,50.5,-49.8,ANOMALY,90,12.8,2021-11-29,-2.65,-4.5,1.85,-13.13,-7.39,-5.74,-20.88,-5.5,-15.38,73.1
US,LRCX,2024-04-30,42.9,-58.1,ANOMALY,41,12.15,2024-06-10,5.94,0.91,5.02,-19.01,-1.65,-17.36,-14.14,12.07,-26.22,63.6
US,LRCX,2024-07-31,42.4,-143.6,validated_decline,2,-17.18,,,,,,,,,,,
US,LRCX,2024-10-31,43.4,-50.5,ANOMALY,83,12.31,2025-01-22,-2.02,2.04,-4.06,-8.26,-3.25,-5.01,1.21,1.73,-0.53,68.5
US,LULU,2018-07-31,40.9,-10.0,ANOMALY,20,13.94,2018-08-20,12.76,1.84,10.92,2.4,-3.05,5.45,-17.13,-15.54,-1.59,69.7
US,LULU,2020-09-30,50.5,-106.1,ANOMALY,58,10.94,2020-11-27,3.46,3.7,-0.23,-10.05,5.28,-15.32,-17.6,12.89,-30.5,66.3
US,LULU,2021-01-29,35.1,-74.4,ageout_validated,90,4.33,,,,,,,,,,,
US,LULU,2021-05-28,51.4,-3.8,ANOMALY,25,11.13,2021-06-22,3.25,1.53,1.72,13.0,4.53,8.47,20.5,8.35,12.15,71.1
US,LULU,2021-12-31,38.9,-124.1,validated_decline,14,-15.96,,,,,,,,,,,
US,LULU,2023-01-31,43.3,-64.1,ANOMALY,57,17.65,2023-03-29,2.51,2.26,0.26,-8.06,3.3,-11.36,4.32,15.9,-11.57,78.8
US,LULU,2024-01-31,33.0,-28.1,validated_decline,61,-15.12,,,,,,,,,,,
US,LULU,2024-04-30,40.3,-132.5,validated_decline,22,-16.91,,,,,,,,,,,
US,LULU,2024-05-31,36.6,-171.5,validated_decline,55,-20.73,,,,,,,,,,,
US,LULU,2024-07-31,33.0,-162.8,ANOMALY,75,10.86,2024-10-14,10.94,-2.23,13.17,35.91,5.45,30.46,27.87,10.57,17.3,64.9
US,LULU,2025-02-28,39.6,-79.1,validated_decline,13,-15.3,,,,,,,,,,,
US,LULU,2025-06-30,34.9,-254.9,validated_decline,31,-15.59,,,,,,,,,,,
US,LULU,2025-09-30,47.8,-103.2,ANOMALY,73,15.2,2025-12-12,2.85,0.63,2.21,-13.93,-1.07,-12.86,-18.39,3.59,-21.98,73.8
US,LULU,2026-01-30,32.4,-102.3,validated_decline,56,-16.42,,,,,,,,,,,
US,LULU,2026-05-29,46.1,-141.2,validated_decline,24,-19.63,,,,,,,,,,,
US,MA,2019-09-30,45.8,-20.3,ANOMALY,81,10.08,2019-12-20,4.36,2.4,1.96,13.93,5.9,8.02,-13.08,-4.92,-8.16,69.2
US,MA,2020-09-30,52.3,-4.5,ageout_validated,90,2.63,,,,,,,,,,,
US,MA,2021-01-29,38.3,-50.4,ANOMALY,25,10.79,2021-02-23,9.12,0.51,8.61,11.16,4.72,6.44,5.14,9.54,-4.4,60.6
US,MA,2021-05-28,41.4,-36.0,ageout_validated,90,-2.03,,,,,,,,,,,
US,MA,2021-08-31,32.1,-63.4,ageout_validated,90,-6.59,,,,,,,,,,,
US,MA,2024-04-30,33.6,-36.8,ageout_validated,90,-2.05,,,,,,,,,,,
US,MA,2025-06-30,49.7,-34.1,ageout_validated,90,0.7,,,,,,,,,,,
US,MA,2025-09-30,41.4,-22.2,ageout_validated,90,1.73,,,,,,,,,,,
US,MA,2026-01-30,45.5,-59.6,ageout_validated,90,-6.5,,,,,,,,,,,
US,MA,2026-05-29,45.6,-18.0,ANOMALY,48,11.65,2026-07-16,,,,,,,,,,70.4
US,MAR,2018-08-31,54.0,-18.0,validated_decline,54,-15.29,,,,,,,,,,,
US,MAR,2019-08-30,39.5,-79.4,ANOMALY,88,11.52,2019-11-26,6.3,1.53,4.78,0.84,5.51,-4.67,-46.38,-13.36,-33.02,75.5
US,MAR,2020-01-31,40.5,-33.0,validated_decline,32,-18.08,,,,,,,,,,,
US,MAR,2020-06-30,44.3,-63.5,ANOMALY,41,13.3,2020-08-10,5.95,4.7,1.25,3.69,8.66,-4.97,30.36,22.75,7.61,64.4
US,MAR,2020-09-30,42.3,-39.8,ANOMALY,37,12.22,2020-11-06,23.54,8.94,14.6,24.83,16.93,7.9,44.58,22.02,22.55,61.6
US,MAR,2021-01-29,34.9,-66.7,ANOMALY,7,11.32,2021-02-05,14.36,-1.12,15.48,14.67,3.95,10.72,10.81,8.15,2.67,58.9
US,MAR,2021-05-28,50.2,-30.7,ageout_validated,90,-6.9,,,,,,,,,,,
US,MAR,2021-08-31,47.3,-37.7,ANOMALY,23,10.93,2021-09-23,3.54,0.1,3.44,5.14,3.16,1.98,2.53,-10.65,13.18,71.0
US,MAR,2023-03-31,52.5,-53.9,ageout_validated,90,9.51,,,,,,,,,,,
US,MAR,2024-04-30,36.8,-46.9,ageout_validated,90,1.25,,,,,,,,,,,
US,MAR,2024-07-31,35.1,-16.4,ANOMALY,57,10.61,2024-09-26,5.53,2.08,3.45,14.17,8.38,5.8,16.95,12.06,4.89,71.8
US,MAR,2025-02-28,45.8,-16.6,validated_decline,13,-15.39,,,,,,,,,,,
US,MAR,2025-09-30,44.5,-12.4,ANOMALY,38,11.8,2025-11-07,4.93,0.53,4.39,12.98,5.33,7.66,8.24,-1.5,9.74,69.7
US,MCD,2018-02-28,37.9,-73.1,ageout_validated,90,1.83,,,,,,,,,,,
US,MCD,2019-09-30,54.2,-15.5,ageout_validated,90,-7.11,,,,,,,,,,,
US,MCD,2020-10-30,32.7,-2.3,ageout_validated,90,-2.32,,,,,,,,,,,
US,MCD,2021-01-29,42.4,-12.2,ANOMALY,59,10.06,2021-03-29,1.96,4.66,-2.7,3.44,6.89,-3.45,6.19,11.63,-5.44,70.8
US,MCD,2021-06-30,45.5,-2.3,ageout_validated,90,6.11,,,,,,,,,,,
US,MCD,2023-08-31,40.0,-31.7,ageout_validated,90,-0.27,,,,,,,,,,,
US,MCD,2024-03-28,42.8,-36.6,ageout_validated,90,-7.96,,,,,,,,,,,
US,MCD,2024-10-31,39.0,-8.1,ageout_validated,90,-0.09,,,,,,,,,,,
US,MCD,2025-06-30,39.8,-74.2,ageout_validated,90,5.07,,,,,,,,,,,
US,MCD,2025-09-30,46.8,-14.9,ageout_validated,90,2.14,,,,,,,,,,,
US,MCD,2026-05-29,40.4,-62.4,ageout_validated,90,-4.53,,,,,,,,,,,
US,MDB,2018-01-31,35.3,-30.2,ANOMALY,14,11.14,2018-02-14,26.19,2.14,24.05,27.68,2.06,25.62,93.89,7.13,86.76,65.0
US,MDB,2019-09-30,37.5,-158.5,ANOMALY,7,13.48,2019-10-07,-6.36,4.31,-10.67,-4.18,8.55,-12.72,21.6,18.21,3.38,54.8
US,MDB,2019-12-31,48.3,-24.8,ANOMALY,9,13.94,2020-01-09,11.65,0.07,11.57,-25.61,-23.42,-2.2,29.58,-4.76,34.34,68.8
US,MDB,2021-03-31,33.6,-314.3,ANOMALY,6,10.87,2021-04-06,7.25,2.34,4.92,8.04,4.12,3.92,22.92,9.26,13.66,45.6
US,MDB,2022-11-30,43.7,-195.0,ANOMALY,7,16.77,2022-12-07,5.89,-4.92,10.81,24.86,9.03,15.83,26.87,7.0,19.87,56.9
US,MDB,2023-08-31,53.8,-76.6,ANOMALY,90,10.28,2023-11-29,-4.48,5.45,-9.93,-4.75,6.86,-11.61,-19.19,16.03,-35.21,69.5
US,MDB,2024-03-28,34.6,-199.8,validated_decline,64,-34.18,,,,,,,,,,,
US,MDB,2024-06-28,44.9,-295.0,ANOMALY,63,16.33,2024-08-30,-4.24,1.76,-6.0,-6.51,4.56,-11.07,-15.27,9.7,-24.97,68.6
US,MDB,2024-12-31,28.9,-246.7,ANOMALY,21,10.76,2025-01-21,10.96,2.19,8.77,-22.96,-1.78,-21.18,-26.72,2.61,-29.33,50.3
US,MDB,2026-01-30,39.4,-46.6,validated_decline,24,-17.76,,,,,,,,,,,
US,MDB,2026-02-27,41.6,-180.5,validated_decline,4,-23.06,,,,,,,,,,,
US,MDLZ,2019-10-31,39.8,-41.4,ageout_validated,90,4.56,,,,,,,,,,,
US,MDLZ,2020-10-30,27.9,-47.0,ANOMALY,17,10.47,2020-11-16,-0.46,7.26,-7.72,-1.96,12.21,-14.17,0.82,16.3,-15.49,66.2
US,MDLZ,2021-01-29,38.2,-18.3,ANOMALY,89,10.39,2021-04-28,2.4,-3.03,5.43,3.08,4.74,-1.66,2.89,8.21,-5.32,69.2
US,MDLZ,2021-08-31,44.1,-17.6,ageout_validated,90,-1.72,,,,,,,,,,,
US,MDLZ,2023-01-31,49.0,-26.1,ANOMALY,83,10.34,2023-04-24,8.24,0.71,7.53,1.98,6.68,-4.7,0.16,10.36,-10.2,70.2
US,MDLZ,2023-08-31,42.7,-30.0,ageout_validated,90,-0.55,,,,,,,,,,,
US,MDLZ,2024-02-29,47.2,-8.9,ageout_validated,90,-7.84,,,,,,,,,,,
US,MDLZ,2024-05-31,43.8,-20.4,ageout_validated,90,3.87,,,,,,,,,,,
US,MDLZ,2024-10-31,34.8,-46.7,validated_decline,71,-17.21,,,,,,,,,,,
US,MDLZ,2025-01-31,47.3,-46.8,ANOMALY,21,11.52,2025-02-21,-0.56,-6.47,5.92,2.13,-7.31,9.44,5.54,7.0,-1.46,74.1
US,MDLZ,2025-08-29,36.7,-72.2,ageout_validated,90,-6.14,,,,,,,,,,,
US,MDLZ,2025-12-31,41.6,-35.3,ANOMALY,34,10.48,2026-02-03,2.79,-0.71,3.5,-2.46,-2.9,0.44,6.73,7.67,-0.94,66.3
US,MDT,2018-02-28,40.8,-40.9,ageout_validated,90,7.5,,,,,,,,,,,
US,MDT,2019-04-30,55.4,-42.0,ANOMALY,41,10.07,2019-06-10,0.36,2.92,-2.56,3.89,2.2,1.69,11.21,3.28,7.93,78.3
US,MDT,2020-06-30,45.5,-63.4,ANOMALY,43,11.33,2020-08-12,6.55,6.95,-0.39,5.95,7.5,-1.55,13.25,23.83,-10.58,66.8
US,MDT,2021-09-30,37.1,-25.9,validated_decline,62,-15.86,,,,,,,,,,,
US,MDT,2022-11-30,44.3,-70.9,ANOMALY,64,11.79,2023-02-02,-4.1,-5.2,1.1,-7.53,-4.13,-3.39,-4.3,1.61,-5.91,72.1
US,MDT,2023-08-31,40.6,-52.5,ageout_validated,90,-2.41,,,,,,,,,,,
US,MDT,2024-02-29,41.1,-20.3,ageout_validated,90,-1.43,,,,,,,,,,,
US,MDT,2024-06-28,39.6,-32.2,ANOMALY,54,11.22,2024-08-21,3.21,-1.08,4.29,6.23,5.34,0.9,-6.12,11.04,-17.16,74.7
US,MDT,2024-11-29,45.6,-44.4,ageout_validated,90,5.76,,,,,,,,,,,
US,MDT,2025-05-30,46.7,-26.8,ANOMALY,53,11.37,2025-07-22,0.47,0.59,-0.12,3.61,6.18,-2.57,15.82,4.61,11.21,71.9
US,MDT,2025-10-31,31.9,-24.9,ANOMALY,18,11.14,2025-11-18,-1.17,4.35,-5.52,-1.46,5.69,-7.16,-13.48,0.0,-13.48,74.8
US,MDT,2025-12-31,40.4,-17.0,ageout_validated,90,-9.06,,,,,,,,,,,
US,MDT,2026-05-29,30.9,-84.9,ANOMALY,6,11.0,2026-06-04,-1.72,-2.63,0.91,,,,,,,60.3
US,MDY,2018-02-28,43.1,-23.6,ageout_validated,90,4.36,,,,,,,,,,,
US,MDY,2019-08-30,49.2,-35.0,ageout_validated,90,8.39,,,,,,,,,,,
US,MDY,2020-09-30,49.0,-39.4,ANOMALY,40,12.18,2020-11-09,4.13,7.14,-3.02,16.38,15.52,0.86,29.17,21.39,7.79,67.4
US,MDY,2021-06-30,48.6,-9.9,ageout_validated,90,-0.32,,,,,,,,,,,
US,MDY,2021-09-30,41.4,-13.8,ANOMALY,36,10.12,2021-11-05,-4.38,-3.18,-1.2,-3.69,-5.5,1.82,-11.18,-18.15,6.97,72.2
US,MDY,2023-03-31,53.5,-55.8,ageout_validated,90,4.09,,,,,,,,,,,
US,MDY,2023-08-31,54.0,-20.3,ageout_validated,90,-3.27,,,,,,,,,,,
US,MDY,2024-04-30,41.8,-24.6,ageout_validated,90,7.62,,,,,,,,,,,
US,MDY,2024-12-31,35.8,-44.4,ageout_validated,90,-6.11,,,,,,,,,,,
US,MELI,2018-09-28,54.6,-42.4,validated_decline,31,-15.6,,,,,,,,,,,
US,MELI,2019-08-30,44.1,-58.7,validated_decline,63,-17.59,,,,,,,,,,,
